"Package","Version","ReleaseDate"
"dns-packet","5.6.1","2023-08-25T11:00:06.391Z"
"shell-quote","1.8.3","2025-06-02T05:03:05.889Z"
"requires-port","1.0.0","2015-10-30T14:42:33.794Z"
"follow-redirects","1.15.11","2025-07-31T12:54:55.711Z"
"http-proxy","1.18.1","2020-05-17T21:27:32.770Z"
"eventemitter3","4.0.7","2020-08-27T09:10:44.974Z"
"@types/http-proxy","1.17.17","2025-10-24T04:14:49.643Z"
"on-headers","1.1.0","2025-07-17T15:41:31.684Z"
"compressible","2.0.18","2020-01-06T04:50:09.027Z"
"multicast-dns","7.2.5","2022-05-16T08:18:55.104Z"
"@types/http-errors","2.0.5","2025-06-07T02:17:33.428Z"
"@types/send","1.2.1","2025-10-24T04:37:36.382Z"
"@types/range-parser","1.2.7","2023-11-07T13:45:22.371Z"
"@types/connect","3.4.38","2023-11-07T00:57:34.681Z"
"@types/qs","6.14.0","2025-05-17T04:36:55.452Z"
"@types/body-parser","1.19.6","2025-06-07T02:15:26.399Z"
"@types/express-serve-static-core","5.1.0","2025-10-06T21:03:00.374Z"
"webpack-dev-middleware","7.4.5","2025-09-24T17:00:25.845Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"ajv-keywords","5.1.0","2021-11-21T19:42:21.146Z"
"ajv-formats","2.1.1","2021-08-14T09:48:37.420Z"
"ajv","8.17.1","2024-07-12T20:42:13.485Z"
"mime-db","1.54.0","2025-03-18T15:06:44.354Z"
"schema-utils","4.3.3","2025-10-02T12:14:09.064Z"
"mime-types","3.0.2","2025-11-20T11:12:29.693Z"
"memfs","4.51.0","2025-11-12T11:38:45.180Z"
"spdy","4.0.2","2020-04-04T03:20:39.257Z"
"sockjs","0.3.24","2021-12-03T01:50:49.798Z"
"uuid","8.3.2","2020-12-08T20:38:36.233Z"
"faye-websocket","0.11.4","2021-05-24T22:11:37.500Z"
"selfsigned","2.4.1","2023-10-26T16:12:18.273Z"
"p-retry","6.2.1","2024-11-15T05:48:16.734Z"
"launch-editor","2.12.0","2025-10-28T02:53:47.358Z"
"http-proxy-middleware","2.0.9","2025-04-10T12:13:30.160Z"
"is-plain-obj","3.0.0","2020-10-12T22:19:37.844Z"
"default-gateway","6.0.3","2021-01-11T12:20:33.788Z"
"human-signals","2.1.0","2020-03-14T15:10:37.036Z"
"get-stream","6.0.1","2021-04-15T04:56:42.936Z"
"execa","5.1.1","2021-06-04T16:38:11.620Z"
"connect-history-api-fallback","2.0.0","2022-06-27T06:53:06.538Z"
"compression","1.8.1","2025-07-17T17:36:13.234Z"
"ms","2.0.0","2017-05-16T12:26:06.610Z"
"negotiator","0.6.4","2024-10-19T03:20:43.081Z"
"debug","2.6.9","2017-09-22T13:32:35.541Z"
"bonjour-service","1.3.0","2024-11-18T13:23:55.699Z"
"ansi-html-community","0.0.8","2021-09-05T09:42:37.933Z"
"@types/ws","8.18.1","2025-04-01T02:59:54.693Z"
"@types/sockjs","0.3.36","2023-11-07T16:49:36.115Z"
"@types/serve-static","1.15.10","2025-10-24T04:30:56.848Z"
"@types/send","0.17.6","2025-10-24T04:37:42.318Z"
"@types/serve-index","1.9.4","2023-11-07T16:20:53.279Z"
"@types/express","4.17.25","2025-10-27T20:36:07.728Z"
"@types/express-serve-static-core","4.19.7","2025-10-06T21:03:07.574Z"
"@types/connect-history-api-fallback","1.5.4","2023-11-20T23:53:15.831Z"
"@types/bonjour","3.5.13","2023-11-07T00:00:20.905Z"
"fastest-levenshtein","1.0.16","2022-08-02T19:15:44.474Z"
"envinfo","7.21.0","2025-11-27T01:01:30.403Z"
"colorette","2.0.20","2023-04-16T15:34:09.905Z"
"@webpack-cli/serve","2.0.5","2023-06-04T02:13:55.554Z"
"@webpack-cli/info","2.0.2","2023-06-04T02:13:55.586Z"
"@webpack-cli/configtest","2.1.1","2023-06-04T02:13:55.591Z"
"@discoveryjs/json-ext","0.5.7","2022-03-09T17:28:40.118Z"
"@xtuc/ieee754","1.2.0","2018-07-19T16:10:45.976Z"
"@webassemblyjs/utf8","1.13.2","2024-11-06T21:43:49.167Z"
"@webassemblyjs/leb128","1.13.2","2024-11-06T21:43:49.482Z"
"@webassemblyjs/ieee754","1.13.2","2024-11-06T21:43:49.181Z"
"@webassemblyjs/wast-printer","1.14.1","2024-11-06T21:53:38.592Z"
"@webassemblyjs/wasm-opt","1.14.1","2024-11-06T21:53:40.767Z"
"@webassemblyjs/wasm-gen","1.14.1","2024-11-06T21:53:38.321Z"
"@webassemblyjs/helper-wasm-section","1.14.1","2024-11-06T21:53:40.371Z"
"@webassemblyjs/helper-buffer","1.14.1","2024-11-06T21:53:35.720Z"
"@xtuc/long","4.2.2","2019-02-18T08:20:26.462Z"
"@webassemblyjs/helper-api-error","1.13.2","2024-11-06T21:43:49.225Z"
"@webassemblyjs/floating-point-hex-parser","1.13.2","2024-11-06T21:43:49.524Z"
"@webassemblyjs/helper-wasm-bytecode","1.13.2","2024-11-06T21:43:49.048Z"
"@webassemblyjs/helper-numbers","1.13.2","2024-11-06T21:43:51.718Z"
"webpack-sources","3.3.3","2025-06-20T15:27:01.499Z"
"watchpack","2.4.4","2025-05-21T11:09:52.551Z"
"terser-webpack-plugin","5.3.14","2025-03-06T13:21:21.344Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"ajv-keywords","5.1.0","2021-11-21T19:42:21.146Z"
"ajv-formats","2.1.1","2021-08-14T09:48:37.420Z"
"ajv","8.17.1","2024-07-12T20:42:13.485Z"
"schema-utils","4.3.3","2025-10-02T12:14:09.064Z"
"jest-worker","27.5.1","2022-02-08T10:52:12.753Z"
"loader-runner","4.3.1","2025-10-08T13:35:35.185Z"
"glob-to-regexp","0.4.1","2019-04-01T16:19:53.460Z"
"es-module-lexer","1.7.0","2025-04-22T22:22:07.934Z"
"chrome-trace-event","1.0.4","2024-05-29T16:40:55.742Z"
"acorn-import-attributes","1.9.5","2024-03-29T09:47:27.508Z"
"@webassemblyjs/wasm-parser","1.14.1","2024-11-06T21:53:38.577Z"
"@webassemblyjs/wasm-edit","1.14.1","2024-11-06T21:53:42.909Z"
"@webassemblyjs/ast","1.14.1","2024-11-06T21:53:36.253Z"
"defaults","1.0.4","2022-10-10T06:15:56.068Z"
"clone","1.0.4","2018-03-21T21:21:25.570Z"
"tmpl","1.0.5","2021-09-07T06:46:22.501Z"
"makeerror","1.0.12","2021-10-23T14:00:39.504Z"
"buffer-equal","1.0.1","2022-10-12T17:29:38.315Z"
"append-buffer","1.0.2","2017-08-01T16:50:18.475Z"
"through2-filter","3.0.0","2018-06-21T23:26:25.383Z"
"is-utf8","0.2.1","2015-12-19T04:04:22.462Z"
"is-buffer","1.1.6","2017-10-25T21:36:28.871Z"
"flush-write-stream","1.1.1","2019-02-08T11:30:25.188Z"
"unique-stream","2.4.0","2025-10-13T14:26:24.462Z"
"to-absolute-glob","2.0.2","2017-12-19T23:07:39.435Z"
"ordered-read-streams","1.0.1","2017-05-09T16:32:51.945Z"
"vinyl-sourcemap","1.1.0","2017-08-01T19:36:06.962Z"
"normalize-path","2.1.1","2017-03-29T18:21:25.307Z"
"value-or-function","3.0.0","2017-07-21T20:47:58.213Z"
"to-through","2.0.0","2017-05-03T18:13:52.644Z"
"resolve-options","1.1.0","2017-08-19T02:32:52.482Z"
"remove-bom-stream","1.2.0","2017-07-05T22:06:49.852Z"
"remove-bom-buffer","3.0.0","2017-07-05T18:40:47.841Z"
"pumpify","1.5.1","2018-05-16T14:20:33.728Z"
"pump","2.0.1","2018-01-22T16:22:27.684Z"
"lead","1.0.0","2017-04-28T17:58:35.397Z"
"lazystream","1.0.1","2021-10-23T09:04:15.234Z"
"is-valid-glob","1.0.0","2017-06-22T19:32:17.042Z"
"glob-stream","6.1.0","2017-02-25T20:37:17.387Z"
"is-glob","3.1.0","2016-10-12T22:37:07.741Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"glob-parent","3.1.0","2016-12-14T15:48:47.422Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"fs-mkdirp-stream","1.0.0","2017-05-14T00:04:31.877Z"
"replace-ext","1.0.1","2020-05-03T23:09:08.825Z"
"cloneable-readable","1.1.3","2019-05-25T17:31:50.390Z"
"clone-stats","1.0.0","2016-05-17T01:33:41.230Z"
"clone-buffer","1.0.0","2016-09-25T05:49:20.866Z"
"builtins","1.0.3","2015-10-25T10:39:36.182Z"
"spdx-exceptions","2.5.0","2024-02-15T03:06:38.111Z"
"spdx-license-ids","3.0.22","2025-08-06T15:24:12.045Z"
"spdx-expression-parse","3.0.1","2020-05-13T16:12:46.317Z"
"spdx-correct","3.2.0","2023-03-07T01:53:18.381Z"
"prepend-http","2.0.0","2017-09-23T07:58:58.111Z"
"punycode","2.3.1","2023-10-30T18:28:32.512Z"
"crypto-random-string","2.0.0","2019-04-09T19:49:44.165Z"
"escape-goat","2.1.1","2019-09-23T09:39:38.647Z"
"global-dirs","3.0.1","2022-11-16T11:02:34.294Z"
"ini","2.0.0","2020-12-11T23:07:02.892Z"
"is-obj","2.0.0","2019-04-19T15:37:37.870Z"
"unique-string","2.0.0","2019-04-29T04:18:06.804Z"
"dot-prop","5.3.0","2020-09-06T14:14:50.395Z"
"wrap-ansi","7.0.0","2020-04-22T16:53:23.889Z"
"widest-line","3.1.0","2019-03-31T12:15:36.826Z"
"cli-boxes","2.2.1","2020-08-31T09:32:34.295Z"
"ansi-align","3.0.1","2021-09-27T11:53:48.509Z"
"xdg-basedir","4.0.0","2019-04-30T04:09:47.550Z"
"pupa","2.1.1","2020-10-25T18:34:03.969Z"
"latest-version","5.1.0","2019-04-04T03:24:20.779Z"
"is-yarn-global","0.3.0","2018-02-15T09:02:41.624Z"
"is-npm","5.0.0","2020-05-15T18:22:46.880Z"
"is-installed-globally","0.4.0","2021-01-17T09:51:35.046Z"
"has-yarn","2.1.0","2019-03-31T21:02:06.987Z"
"configstore","5.0.1","2020-02-13T17:43:52.531Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"boxen","5.1.2","2021-09-17T05:31:40.311Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"type-fest","0.20.2","2020-11-27T09:50:36.147Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"camelcase","6.3.0","2022-01-01T20:29:34.388Z"
"escalade","3.2.0","2024-08-29T22:59:36.690Z"
"default-resolution","2.0.0","2016-06-11T04:22:43.449Z"
"now-and-later","2.0.1","2019-04-06T03:19:05.296Z"
"async-settle","1.0.0","2016-06-26T21:04:59.171Z"
"array-last","1.3.0","2017-11-30T13:03:23.132Z"
"is-number","4.0.0","2017-10-17T05:43:56.559Z"
"array-initial","1.1.0","2017-12-05T21:50:42.510Z"
"is-number","4.0.0","2017-10-17T05:43:56.559Z"
"arr-filter","1.1.2","2017-02-27T00:37:50.851Z"
"undertaker-registry","1.0.1","2017-10-02T21:26:49.908Z"
"object.reduce","1.0.1","2017-04-17T07:39:35.609Z"
"last-run","1.1.1","2016-06-11T21:22:54.284Z"
"es6-weak-map","2.0.3","2019-06-07T14:59:48.125Z"
"collection-map","1.0.0","2017-03-02T13:51:43.378Z"
"bach","1.2.0","2017-08-02T20:48:38.835Z"
"arr-map","2.0.2","2017-02-28T16:11:28.363Z"
"which-boxed-primitive","1.1.1","2024-12-16T05:48:44.026Z"
"has-bigints","1.1.0","2024-12-18T17:37:33.322Z"
"which-builtin-type","1.2.1","2024-12-13T07:41:11.718Z"
"isarray","2.0.5","2019-07-08T13:21:22.377Z"
"reflect.getprototypeof","1.0.10","2025-01-02T21:23:14.864Z"
"for-each","0.3.5","2025-02-11T06:56:03.350Z"
"media-typer","0.3.0","2014-09-08T04:32:24.363Z"
"tsconfig-paths","4.2.0","2023-03-29T20:47:10.433Z"
"strip-bom","3.0.0","2016-04-30T16:02:44.907Z"
"enhanced-resolve","5.18.3","2025-08-06T12:00:56.594Z"
"tapable","2.3.0","2025-10-02T11:47:32.060Z"
"wordwrap","1.0.0","2015-05-07T17:07:25.416Z"
"uglify-js","3.19.3","2024-08-29T13:49:01.316Z"
"@babel/plugin-syntax-top-level-await","7.14.5","2021-06-09T23:11:55.826Z"
"@babel/plugin-syntax-private-property-in-object","7.14.5","2021-06-09T23:11:53.125Z"
"@babel/plugin-syntax-optional-chaining","7.8.3","2020-01-13T21:14:43.325Z"
"@babel/plugin-syntax-optional-catch-binding","7.8.3","2020-01-13T21:14:30.870Z"
"@babel/plugin-syntax-object-rest-spread","7.8.3","2020-01-13T21:14:13.517Z"
"@babel/plugin-syntax-numeric-separator","7.10.4","2020-06-30T13:11:49.810Z"
"@babel/plugin-syntax-nullish-coalescing-operator","7.8.3","2020-01-13T21:14:03.100Z"
"@babel/plugin-syntax-logical-assignment-operators","7.10.4","2020-06-30T13:11:47.198Z"
"@babel/plugin-syntax-json-strings","7.8.3","2020-01-13T21:13:07.023Z"
"@babel/plugin-syntax-import-meta","7.10.4","2020-06-30T13:11:46.202Z"
"@babel/plugin-syntax-import-attributes","7.27.1","2025-04-30T15:08:40.045Z"
"@babel/plugin-syntax-class-static-block","7.14.5","2021-06-09T23:11:42.208Z"
"@babel/plugin-syntax-class-properties","7.12.13","2021-02-03T01:10:30.638Z"
"@babel/plugin-syntax-bigint","7.8.3","2020-01-13T21:12:19.572Z"
"@babel/plugin-syntax-async-generators","7.8.4","2020-01-13T21:15:49.301Z"
"babel-preset-current-node-syntax","1.2.0","2025-07-30T15:14:08.281Z"
"babel-plugin-jest-hoist","30.2.0","2025-09-28T07:32:38.250Z"
"get-package-type","0.1.0","2020-05-19T09:28:37.496Z"
"test-exclude","6.0.0","2019-12-20T20:42:37.006Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"@istanbuljs/load-nyc-config","1.1.0","2020-05-20T15:44:39.756Z"
"@babel/helper-plugin-utils","7.27.1","2025-04-30T15:08:26.403Z"
"babel-preset-jest","30.2.0","2025-09-28T07:32:40.173Z"
"@types/istanbul-lib-report","3.0.3","2023-11-07T08:11:08.313Z"
"@sinclair/typebox","0.34.41","2025-08-29T19:15:47.909Z"
"@types/istanbul-reports","3.0.4","2023-11-07T08:11:26.604Z"
"@jest/schemas","30.0.5","2025-07-22T02:28:24.630Z"
"@jest/pattern","30.0.1","2025-06-18T22:31:19.525Z"
"jest-regex-util","30.0.1","2025-06-18T22:31:17.002Z"
"babel-plugin-istanbul","7.0.1","2025-09-05T16:42:08.350Z"
"semver","7.7.3","2025-10-07T18:00:51.643Z"
"istanbul-lib-instrument","6.0.3","2024-06-30T20:25:58.499Z"
"make-error","1.3.6","2020-02-19T09:34:36.597Z"
"lodash.memoize","4.1.2","2016-08-13T17:42:08.922Z"
"jest-util","30.2.0","2025-09-28T07:32:40.122Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"picomatch","4.0.3","2025-07-15T19:39:26.492Z"
"ci-info","4.3.1","2025-10-05T11:52:59.269Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"handlebars","4.7.8","2023-08-01T21:19:12.508Z"
"bs-logger","0.2.6","2018-11-10T06:30:07.047Z"
"babel-jest","30.2.0","2025-09-28T07:32:52.705Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"@jest/types","30.2.0","2025-09-28T07:32:38.314Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"@types/yargs","17.0.35","2025-11-14T18:04:34.717Z"
"@jest/transform","30.2.0","2025-09-28T07:32:50.788Z"
"signal-exit","4.1.0","2023-07-29T05:44:56.721Z"
"jest-worker","30.2.0","2025-09-28T07:32:46.799Z"
"supports-color","8.1.1","2021-01-23T09:21:36.393Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"write-file-atomic","5.0.1","2023-04-26T19:28:58.689Z"
"jest-regex-util","30.0.1","2025-06-18T22:31:17.002Z"
"jest-haste-map","30.2.0","2025-09-28T07:32:48.731Z"
"convert-source-map","2.0.0","2022-10-17T22:06:48.628Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"tldts-core","6.1.86","2025-04-12T07:09:16.705Z"
"tldts","6.1.86","2025-04-12T07:09:21.134Z"
"is-number","7.0.0","2018-07-04T15:08:58.238Z"
"websocket-driver","0.7.4","2020-05-22T15:02:19.046Z"
"string-template","0.2.1","2015-05-06T06:04:30.890Z"
"safe-json-parse","1.0.1","2013-11-27T05:26:32.369Z"
"error","7.2.1","2019-11-10T07:14:35.801Z"
"continuable-cache","0.3.1","2014-01-30T22:40:24.808Z"
"livereload-js","2.4.0","2018-11-02T17:54:28.719Z"
"faye-websocket","0.10.0","2015-07-08T20:18:58.386Z"
"body","5.1.0","2015-06-20T04:31:30.810Z"
"string_decoder","0.10.31","2014-08-23T04:25:19.329Z"
"bytes","1.0.0","2014-05-05T23:52:20.318Z"
"raw-body","1.1.7","2014-06-13T02:52:47.692Z"
"thenify","3.3.1","2020-06-17T17:30:57.152Z"
"@jridgewell/source-map","0.3.11","2025-08-12T06:43:46.471Z"
"stream-shift","1.0.3","2024-01-17T19:15:13.384Z"
"fork-stream","0.0.4","2013-09-13T01:27:14.506Z"
"duplexify","3.7.1","2019-02-04T16:37:23.968Z"
"supports-hyperlinks","2.3.0","2022-09-06T04:55:37.030Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"minizlib","2.1.2","2020-08-14T22:42:53.986Z"
"yallist","4.0.0","2019-09-30T20:08:08.970Z"
"fs-minipass","2.1.0","2020-01-21T17:39:07.791Z"
"chownr","2.0.0","2020-02-12T02:33:07.865Z"
"@rollup/rollup-linux-x64-gnu","4.40.0","2025-04-12T08:40:17.715Z"
"ssr-window","4.0.2","2021-12-13T09:02:10.287Z"
"dom7","4.0.6","2023-02-02T10:56:46.350Z"
"event-emitter","0.3.5","2017-03-15T15:31:10.980Z"
"ext","1.7.0","2022-08-31T11:26:52.268Z"
"next-tick","1.1.0","2020-02-11T04:03:15.049Z"
"esniff","2.0.1","2024-02-21T15:29:09.138Z"
"type","2.7.3","2024-05-30T19:11:38.494Z"
"es5-ext","0.10.64","2024-02-27T16:42:12.377Z"
"d","1.0.2","2024-03-01T13:08:07.744Z"
"es6-symbol","3.1.4","2024-03-01T13:27:21.636Z"
"es6-iterator","2.0.3","2017-10-17T11:01:55.570Z"
"has-flag","4.0.0","2019-04-06T15:49:21.907Z"
"read","1.0.7","2015-08-26T20:59:30.174Z"
"pidof","1.0.2","2012-08-11T10:06:22.167Z"
"inpath","1.0.2","2012-08-11T10:06:11.442Z"
"css-color-keywords","1.0.0","2017-01-20T17:28:45.984Z"
"camelize","1.0.1","2022-10-12T06:18:53.314Z"
"shallowequal","1.1.0","2018-06-23T22:33:33.740Z"
"css-to-react-native","3.2.0","2023-02-14T22:20:46.436Z"
"@types/stylis","4.2.5","2023-12-20T20:35:34.754Z"
"@emotion/is-prop-valid","1.2.2","2024-02-27T14:08:23.562Z"
"@emotion/memoize","0.8.1","2023-05-06T08:49:14.619Z"
"min-indent","1.0.1","2020-05-28T19:20:06.032Z"
"is-fullwidth-code-point","3.0.0","2019-03-18T08:09:05.035Z"
"emoji-regex","8.0.0","2019-03-05T18:58:23.040Z"
"astral-regex","1.0.0","2017-07-21T14:16:59.241Z"
"stacktrace-gps","3.1.2","2022-06-06T14:25:57.393Z"
"source-map","0.5.6","2016-05-02T17:26:02.930Z"
"stack-generator","2.0.10","2022-06-06T14:25:06.731Z"
"minipass","3.3.6","2022-11-25T07:54:48.420Z"
"yallist","4.0.0","2019-09-30T20:08:08.970Z"
"neo-async","2.6.2","2020-07-09T18:23:53.065Z"
"jiti","1.21.7","2024-12-17T21:20:49.254Z"
"shell-exec","1.0.2","2018-09-11T05:43:20.413Z"
"get-them-args","1.3.2","2018-07-15T13:35:22.899Z"
"node-abort-controller","3.1.1","2023-01-26T15:10:43.536Z"
"@types/eslint","8.56.12","2024-08-26T07:08:20.669Z"
"html-entities","2.6.0","2025-03-30T15:40:10.885Z"
"error-stack-parser","2.1.4","2022-06-06T22:16:37.477Z"
"core-js-pure","3.47.0","2025-11-18T10:18:53.205Z"
"ansi-html","0.0.9","2022-03-01T02:26:31.582Z"
"webpack-dev-server","5.0.4","2024-03-19T19:49:28.821Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"ajv-keywords","5.1.0","2021-11-21T19:42:21.146Z"
"ajv-formats","2.1.1","2021-08-14T09:48:37.420Z"
"ajv","8.17.1","2024-07-12T20:42:13.485Z"
"brace-expansion","2.0.2","2025-06-11T08:48:36.535Z"
"minipass","7.1.2","2024-05-24T00:42:21.149Z"
"minimatch","9.0.5","2024-06-25T22:41:02.824Z"
"glob","10.5.0","2025-11-18T01:34:51.120Z"
"define-lazy-prop","3.0.0","2021-04-14T07:54:05.644Z"
"schema-utils","4.3.3","2025-10-02T12:14:09.064Z"
"rimraf","5.0.10","2024-07-31T19:25:53.666Z"
"open","10.2.0","2025-07-14T13:46:42.923Z"
"ipaddr.js","2.3.0","2025-11-28T14:10:02.353Z"
"webpack-cli","5.1.4","2023-06-07T18:23:17.058Z"
"resolve","1.22.11","2025-10-20T20:44:41.703Z"
"rechoir","0.8.0","2021-07-24T04:39:25.084Z"
"interpret","3.1.1","2022-06-29T21:21:35.360Z"
"tsconfig-paths-webpack-plugin","4.1.0","2023-07-11T18:47:26.720Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"ts-loader","9.5.1","2023-11-15T02:19:37.634Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"source-map","0.7.6","2025-07-24T05:12:51.288Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"style-loader","4.0.0","2024-04-08T17:04:35.634Z"
"spfx-css-modules-typescript-loader","4.0.6","2023-06-29T16:35:02.331Z"
"sass-loader","14.2.1","2024-04-16T16:54:43.973Z"
"react-refresh-typescript","2.0.9","2023-04-08T13:22:20.041Z"
"postcss-loader","8.1.1","2024-02-28T11:44:14.893Z"
"argparse","2.0.1","2020-08-28T21:14:26.713Z"
"js-yaml","4.1.1","2025-11-12T15:18:03.524Z"
"semver","7.7.3","2025-10-07T18:00:51.643Z"
"cosmiconfig","9.0.0","2023-11-26T12:36:51.267Z"
"kill-port","2.0.1","2022-06-21T23:47:36.699Z"
"get-port","5.1.1","2020-01-15T08:08:35.951Z"
"fork-ts-checker-webpack-plugin","9.0.2","2023-10-29T20:31:09.334Z"
"argparse","2.0.1","2020-08-28T21:14:26.713Z"
"universalify","2.0.1","2023-11-01T17:12:45.392Z"
"jsonfile","6.2.0","2025-08-12T15:34:50.962Z"
"js-yaml","4.1.1","2025-11-12T15:18:03.524Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"tapable","2.3.0","2025-10-02T11:47:32.060Z"
"schema-utils","3.3.0","2023-06-14T14:52:43.727Z"
"memfs","3.5.3","2023-06-07T19:34:40.450Z"
"fs-extra","10.1.0","2022-04-16T18:51:34.573Z"
"cosmiconfig","8.3.6","2023-09-13T16:34:42.755Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"file-loader","6.2.0","2020-10-27T17:10:43.883Z"
"schema-utils","3.3.0","2023-06-14T14:52:43.727Z"
"loader-utils","2.0.4","2022-11-11T00:32:06.181Z"
"eslint-webpack-plugin","4.2.0","2024-05-24T16:18:46.957Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"ajv-keywords","5.1.0","2021-11-21T19:42:21.146Z"
"ajv-formats","2.1.1","2021-08-14T09:48:37.420Z"
"ajv","8.17.1","2024-07-12T20:42:13.485Z"
"@sinclair/typebox","0.27.8","2023-04-15T06:15:11.270Z"
"@types/yargs","17.0.35","2025-11-14T18:04:34.717Z"
"@jest/schemas","29.6.3","2023-08-21T12:38:57.773Z"
"ci-info","3.9.0","2023-10-04T04:56:10.209Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"@jest/types","29.6.3","2023-08-21T12:38:59.210Z"
"jest-util","29.7.0","2023-09-12T06:43:39.802Z"
"schema-utils","4.3.3","2025-10-02T12:14:09.064Z"
"jest-worker","29.7.0","2023-09-12T06:43:45.568Z"
"copy-webpack-plugin","12.0.2","2024-01-17T12:35:30.769Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"ajv-keywords","5.1.0","2021-11-21T19:42:21.146Z"
"ajv-formats","2.1.1","2021-08-14T09:48:37.420Z"
"ajv","8.17.1","2024-07-12T20:42:13.485Z"
"slash","5.1.0","2023-05-09T17:07:03.367Z"
"path-type","6.0.0","2024-07-26T10:54:40.007Z"
"ignore","7.0.5","2025-05-31T02:18:53.410Z"
"merge2","1.4.1","2020-06-03T07:39:10.563Z"
"schema-utils","4.3.3","2025-10-02T12:14:09.064Z"
"globby","14.1.0","2025-02-08T10:59:38.295Z"
"glob-parent","6.0.2","2021-09-29T22:14:24.467Z"
"fast-glob","3.3.3","2025-01-05T10:38:42.236Z"
"glob-parent","5.1.2","2021-03-06T21:21:44.487Z"
"@types/webpack-dev-server","4.7.1","2022-01-05T23:01:44.428Z"
"@types/cross-spawn","6.0.6","2023-11-20T23:55:06.550Z"
"@types/copy-webpack-plugin","8.0.1","2021-07-06T20:36:12.018Z"
"tapable","2.3.0","2025-10-02T11:47:32.060Z"
"react-refresh","0.14.2","2024-04-26T16:44:24.081Z"
"@pmmmwh/react-refresh-webpack-plugin","0.5.15","2024-06-03T00:12:27.438Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"ajv-keywords","5.1.0","2021-11-21T19:42:21.146Z"
"ajv-formats","2.1.1","2021-08-14T09:48:37.420Z"
"ajv","8.17.1","2024-07-12T20:42:13.485Z"
"source-map","0.7.6","2025-07-24T05:12:51.288Z"
"schema-utils","4.3.3","2025-10-02T12:14:09.064Z"
"loader-utils","2.0.4","2022-11-11T00:32:06.181Z"
"side-channel-weakmap","1.0.2","2024-12-11T05:39:11.495Z"
"side-channel-map","1.0.1","2024-12-11T04:53:18.943Z"
"side-channel-list","1.0.0","2024-12-10T20:20:25.133Z"
"shebang-regex","3.0.0","2019-04-27T10:46:19.256Z"
"batch","0.6.1","2017-05-16T21:11:49.205Z"
"randombytes","2.1.0","2019-02-19T13:48:39.116Z"
"sver-compat","1.5.0","2017-08-18T21:40:57.813Z"
"ajv-keywords","3.5.2","2020-07-27T14:14:03.393Z"
"@types/json-schema","7.0.15","2023-11-07T08:49:23.527Z"
"xmlchars","2.2.0","2019-09-06T16:38:51.976Z"
"immutable","4.3.7","2024-07-22T12:17:44.401Z"
